ID	author	claim	label
16273	Andrea Mitchell	"In 2002, ""Iran was more or less an American ally."""	half-true
16274	Stephen Simpson	U.S. Rep. Paul Broun has not authored any legislation that has been adopted by Congress.	mostly-true
16275	Joe Pitts	"""More people were killed by terrorists in 2015 than in any other year ever, after an 80 percent increase from 2014."""	mostly-true
16276	Antonio Villaraigosa	"""Undocumented immigrants commit less crimes than the native born."""	mostly-true
16277	Viral image	"Says U.S. Rep. Alexandria Ocasio-Cortez said ""owning guns IS NOT a right, if it were a right it would be in the Constitution."""	pants-fire
16278	Scott Walker	"""Foxconn is bringing 13,000 high-tech jobs to Wisconsin."""	half-true
16279	Mike Collins	Says he never wanted to raise the debt ceiling.	barely-true
16280	Donald Trump	"""In many places, like California, the same person votes many times. You probably heard about that. They always like to say 'oh that's a conspiracy theory.' Not a conspiracy theory, folks. Millions and millions of people."""	pants-fire
16281	Facebook posts	Says President Trump’s Oct. 31 rally in Butler, Pa., drew over 57,000 people.	false
16282	Gordon Quan	"Some cardiologists estimate ""70 percent of all males over 50 have some form of heart disease."""	half-true
16283	George Borrello	“Infection rates in Allegany, Cattaraugus and Chautauqua counties have consistently been among the lowest in the state.”	true
16284	Peter DeFazio	Says only seven percent of 2009’s stimulus bill went toward transportation projects, yet they created over one-third of the bill’s total jobs.	barely-true
16285	Bloggers	"""House Dems introduce bill to remove citizenship requirement from presidency."""	pants-fire
16286	Jeff Flake	"Says Roy Moore said a ""practicing Muslim should not be a member of Congress because of his faith."""	true
16287	Viral image	Says a photo shows thousands of Donald Trump supporters outside his Orlando rally.	pants-fire
16288	Edward Flynn	The Milwaukee Police Department has seized nearly as many firearms this year as the much larger New York City Police Department.	true
16289	Tom Cole	"Says about NSA data collection: ""Every member in both parties who served on the Intelligence Committee voted in favor of this."""	mostly-true
16290	Tom Cotton	"If President Barack Obama strikes a nuclear deal with Iran, ""the next president could revoke such an executive agreement with the stroke of a pen and future Congresses could modify the terms of the agreement at any time."""	mostly-true
16291	Viral image	Says Military Times reported that a study found “60% of sailors who had been fully vaccinated with 2-shot series vaccines are now at risk for heart disease.”	false
16292	Kimberly Guilfoyle	"Obamacare is ""one big fat VA system."""	pants-fire
16293	Kamala Harris	"Says Trump administration is ""raiding money"" from military service member pensions to pay for the border wall."	false
16294	Paul Ryan	Says a national Coca-Cola study showed Texans love Texas more than residents of any other state love their state; Wisconsinites ranked second.	barely-true
16295	Evan Jenkins	"West Virginia ""has the highest overdose death rate in the nation."""	true
16296	Citizens for Transportation Mobility	"Atlanta Tea Party co-founder Debbie Dooley ""wants gas taxes raised."""	half-true
16297	Viral image	"Barnes & Noble and Target have the book ""If You Give a Pig the White House"" in their children’s sections."	false
16298	Todd Starnes	"The Austin Independent School District board voted to mandate ""a pornographic sex education policy that includes instruction on anal sex and how to place a condom on an erect penis."""	barely-true
16299	Democratic National Committee	Rick Perry doesn’t think there should be a federal minimum wage.	true
16300	Lloyd Doggett	"""During the last election, Democrats won over a million votes more than Republicans, but because of the way districts are designed, the Republicans got 33 more members of the House of Representatives than the Democrats did."""	mostly-true
16301	Nathan Deal	"""Georgia still has one of the richest programs in terms of scholarships for students to go to college."""	true
16302	Cory Booker	"Says President Donald Trump ""cut funding from the Justice Department to investigate these domestic terrorist groups, these white supremacist groups."""	barely-true
16303	Bill O'Reilly	"Says he didn't call Dr. George Tiller a baby killer, as liberal groups charge, but was merely reporting what ""some prolifers branded him."""	false
16304	Kevin Nicholson	"Says Leah Vukmir said: ""I’m not endorsing Donald Trump."""	false
16305	Jeff Merkley	"Says, ""Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent."""	true
16306	Leah Vukmir	"Says Tammy Baldwin's record includes ""opposing harsher punishments for criminals who commit violent crimes near schools."""	half-true
16307	Scott Walker	"Wisconsin's pension system is the ""only one fully funded in the country."""	mostly-true
16308	Donald Trump	"""The people that went to school with (Barack Obama), they never saw him, they don't know who he is."""	pants-fire
16309	Ted Ankrum	"""More people were killed in the United States last year by tainted food than U.S. troops killed in Iraq and Afghanistan since the wars began."""	false
16310	Earl Blumenauer	"Says ""Every year air pollution protections are delayed, another 34,000 people will die prematurely."""	mostly-true
16311	Sanford Bishop	"""No other public or private business in America"" except for the U.S. Postal Service must fund 100 percent of employee retirement and retirement health costs in advance."	mostly-true
16312	Bernie Sanders	"""We spend about 75 percent of the entire cost of the military aspect of NATO."""	half-true
16313	Mike McCabe	"Wisconsin's new state budget includes ""a 15 percent increase for road construction and yet we’ve got local towns tearing up"" paved roads and replacing them with gravel."	false
16314	Tammy Baldwin	Says U.S. Senate opponent Tommy Thompson favors raising taxes on small businesses.	barely-true
16315	American Postal Workers Union	"""The U.S. Postal Service doesn’t run on your tax dollars. It’s funded solely by stamps and postage."""	half-true
16316	Scott Walker	"Wisconsin’s ""rainy day fund"" is ""165 times bigger than when we first took office."""	true
16317	Sherrod Brown	Twenty-two million jobs were created during Clinton’s two terms but only 3 million during Bush’s.	true
16318	Chain email	"""While others place their hands over their hearts, Obama turns his back to the flag and slouches."""	false
16319	Mike Huckabee	"""Fred's never had a 100 percent record on right-to-life in his Senate career. The records reflect that. And he doesn't support the human life amendment, which is most amazing because that's been a part of the Republican platform since 1980."""	half-true
16320	Bloggers	"""Mar-A-Lago (was) destroyed by (Hurricane) Irma (and) Jared Kushner (is) still missing."""	pants-fire
16321	Mitt Romney	"""We should be seeing numbers in the 500,000 jobs created per month. (Creating 115,000 jobs, the total from April 2012) is way, way, way off from what should happen in a normal recovery."""	half-true
16322	Bobby Jindal	"""I'm the only (Republican) candidate that has actually reduced the size of government."""	half-true
16323	Gun Owners of America	"The Baucus health care bill ""could be used to ban guns in home self-defense."""	false
16324	Donald Trump	Says Joe Biden “will destroy your protections for pre-existing conditions.”	pants-fire
16325	Rick Scott	"Jennifer Carroll's an ""outsider."""	half-true
16326	Ralph Reed	"A government report shows that alternatives to the Keystone XL pipeline ""are worse"" for the environment."	half-true
16327	Facebook posts	A second impeachment means Donald Trump loses his lifetime pension, travel allowance, Secret Service detail, and his ability to run for public office.	barely-true
16328	Scott Walker	"""Wisconsin’s economy is in the best shape it’s been since 2000."""	half-true
16329	West Virginia Republican Party	"""West Virginia’s exports increased for the second year in a row in 2018, reaching $8.1 billion. Additionally, West Virginia’s export growth rate was 14.2%, nearly double the national average of 7.6%."""	true
16330	Helio Melo	"""Rhode Island has the highest percentage of lawyers per capita in the country."""	false
16331	Rick Scott	Says he vetoed $250,000 from the budget for a program to learn how to catch rainwater.	mostly-true
16332	Facebook posts	An election worker in Georgia threw away a ballot.	false
16333	Bill Haslam	"Says Tennessee’s higher education funding model ""is 100 percent outcomes-based"" and ""we are already seeing this model changing the way our postsecondary institutions do business."""	true
16334	Bloggers	Say Texas U.S. Reps. Eddie Bernice Johnson and Sheila Jackson Lee are among open Socialists in Congress.	pants-fire
16335	Rick Perry	"Says some in Congress are trying ""to create a separate government for those with a drop of Native Hawaiian blood."""	half-true
16336	Organizing for America	"""An overwhelming majority of Americans support passage of the DREAM Act, which would provide a path to citizenship for undocumented youth willing to work for a college degree or serve in our armed forces."""	half-true
16337	Hillary Clinton	"""There was even a time when (Donald Trump) didn't get an Emmy for his TV program three years in a row and he started tweeting that the Emmys were rigged."""	half-true
16338	David Cicilline	"""According to one study, the minimum wage today is worth $2 less than in 1968."""	mostly-true
16339	Sarah Palin	Says she condemned violence at a campaign stop in Arizona in March.	true
16340	Terry Moulton	"""Wisconsin is one of the few states in the country that do not currently require a photographic identification"" to vote."	false
16341	Victoria Cobb	"""Inspections of abortion centers around Virginia have found multiple violations of parental consent laws … but Gov. Terry McAuliffe and his administration have done nothing."""	barely-true
16342	Facebook posts	Says a U.S. Air Force-insignia plane evacuating people from Afghanistan is fake.	false
16343	Mike Wise	"Says NFL Commissioner Roger Goodell interviewed domestic abuse victim Janay Rice with Ray Rice present and for ""every domestic violence agency, every law enforcement agency, that’s a no-no."""	mostly-true
16344	Doris Kearns Goodwin	"During the Eisenhower Administration, ""not a single soldier … died in combat."""	false
16345	Ann Coulter	"""America has already taken in one-fourth of Mexico's entire population."""	pants-fire
16346	Kamala Harris	“Only one” Black-owned restaurant in Michigan received a loan through the Paycheck Protection Program	barely-true
16347	Alexandria Ocasio-Cortez	"""ICE is required to fill 34,000 beds with detainees every single night and that number has only been increasing since 2009."""	false
16348	Paul Ryan	"Wisconsin Gov. Scott Walker’s move to limit collective bargaining rights has led to ""riots"" at the Capitol -- ""It's like Cairo has moved to Madison these days."""	pants-fire
16349	Our Oregon	"Says ""while state leaders have cut funding for our schools and other basic priorities, the amount of money the state is projected to give away through tax breaks increased by a whopping $3.4 billion."""	mostly-true
16350	Donald Trump	"""Jackie Evancho’s album sales have skyrocketed after announcing her inauguration performance."""	true
16351	John McCain	"""I committed to public financing; (Obama) committed to public financing."""	mostly-true
16352	Donald Trump	"""United Nations Resolution is the single largest economic sanctions package ever on North Korea. Over one billion dollars in cost to N.K."""	mostly-true
16353	Bill White	"""In Rick Perry's Texas, the governor threatens to leave, to secede from the greatest country in the"" world."	false
16354	Grover Fugate	If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped	true
16355	Hillary Clinton	"""President Obama took more money from Wall Street in the 2008 campaign than anybody ever had."""	mostly-true
16356	Glenn Grothman	"Says Tammy Baldwin introduced a bill that would require doctors and other health care workers to ask patients, ""including young children, whether they are gay, lesbian, bisexual, or if they know their gender identity."""	barely-true
16357	Instagram posts	"""Third party votes only siphon from (Democrats).”"	false
16358	Bloggers	"""The McCarran-Walter Act of 1952 bans Muslims from holding public office in the United States."""	pants-fire
16359	Dianne Feinstein	"There are ""more gun deaths by far"" in the United States than any other country in the world."	false
16360	Facebook posts	Says Maxine Waters, Nancy Pelosi and Bernie Sanders have passed six bills in a combined 67 years.	false
16361	John McCain	"""Casualties and deaths are at (their) lowest point since literally the beginning"" of the war."	half-true
16362	Donald Trump	In Chicago, which has the toughest gun laws in the United States, probably you could say by far, they have more gun violence than any other city.	barely-true
16363	Susan Sosnowski	"""Lyme disease is one of the fastest growing infectious diseases in the United States, and Rhode Island has the second-highest incidence of this disease in the country."""	half-true
16364	Barack Obama	"""In eighth grade math, we’ve fallen to ninth place."""	false
16365	Newt Gingrich	"Former Alaska Governor Sarah Palin was right that President Barack Obama’s health care bill created what ""would, in effect, be death panels."""	pants-fire
16366	Hillary Clinton	"""The crowd (in Las Vegas) fled at the sound of gunshots. Imagine the deaths if the shooter had a silencer ..."""	false
16367	Barack Obama	The Obama administration increased the deportation of illegal immigrants convicted of crimes by 70 percent.	true
16368	Bloggers	"""Democrats announce they will abolish ICE if they win 2020 election."""	false
16369	Ron Johnson	"Under Obamacare, ""premiums have doubled and tripled"" in Wisconsin."	mostly-true
16370	Charlie Crist	"Says Rick Scott ""didn’t even come to his own education summit. But he did take time to go to the tea party convention the same week."""	true
16371	YouTube videos	Says a video shows Greta Thunberg firing a rifle.	false
16372	Committee of Austin's Children PAC	"Says a proposed $1.05 billion Austin school district bond proposition ""will require no tax rate increase."""	mostly-true
16373	Kay Hagan	"Says Thom Tillis ""has cut $500 million from public education."""	half-true
16374	Rebecca Kleefisch	"""Most Americans are now getting their news from Facebook."""	false
16375	Barbara Buono	"Says the pension and health benefits reform ""eliminated collective bargaining for health benefits."""	half-true
16376	Limberbutt McCubbins	"""Limberbutt McCubbins (a five-year-old cat) is a candidate"" in the 2016 presidential election."	half-true
16377	Rudy Giuliani	"There were ""63 murders this weekend"" in Chicago and Mayor Rahm Emanuel’s legacy is ""more murders in his city than ever before."""	pants-fire
16378	Brian Sims	"""Finally, I will continue to fight against Republicans like Martina White, who like Trump, wants to deport all of our hard working immigrant brothers and sisters and white wash America."""	pants-fire
16379	Anastasia Williams	In 2011, Alabama and Massachusetts passed legislation allowing non-citizens who are legal residents to vote in state and local elections.	false
16380	Donald Trump	“Anybody that wants a test (for the coronavirus) can get a test.”	pants-fire
16381	Ginny Burdick	"""Even hunters are restricted from using large capacity magazines: there is a five cartridge limit for large game hunting, and three for bird hunting."""	true
16382	Steve Daines	"Sanctuary jurisdictions ""violate the laws of our nation."""	barely-true
16383	Suzanne Bonamici	"""My opponent on day one of this campaign attacked me on Medicare and Medicare Advantage and that claim was found to be False."""	true
16384	Marco Rubio	"To pay for government growth, leaders of both parties ""borrowed $4 billion a day, leaving us with today's $14 trillion debt."""	mostly-true
16385	Arizona Citizens Defense League	"Says a gun bill before the Senate ""is proposing the universal registration of all firearms and their owners."""	false
16386	Republican Party of Texas	Says State Rep. Kristi Thibaut was an ACORN lobbyist.	true
16387	AFSCME	Says gubernatorial recall candidate Tom Barrett supported passage of Gov. Scott Walker’s bill stripping collective bargaining of state employees.	false
16388	Rick Perry	"""We cut property taxes by one-third in the state of Texas while I’ve been governor."""	barely-true
16389	Amy Kremer	U.S. Sen. Saxby Chambliss votes more with Democrats than with conservatives.	false
16390	Bloggers	"""Clint Eastwood Leaves His Estate To The Trump 2020 Campaign"""	pants-fire
16391	John McCain	"""We were told there would never be a case of Ebola in the United States."""	false
16392	Sheri Gallo	"Alison Alter ""has exploited a campaign finance loophole to obtain over $64,000 in public dollars to fund her campaign."""	half-true
16393	Mitt Romney	"Barack Obama ""wants the government to take over health care, spend hundreds of billions of dollars of new money for health insurance for everyone."""	barely-true
16394	Viral image	Says James Mattis said, “If you burn the American flag you’ll spend two years in the military. I promise you, you’ll be cured of the desire to burn a flag ever again.”	false
16395	Hugh Hewitt	"""A million Democrats deserted (Howard Dean’s) party and joined my party because of Donald Trump in Ohio this year."""	barely-true
16396	Ocean State Policy Research Institute	"""Dubious taxpayer-funded"" stimulus spending -- Part II."	pants-fire
16397	Ted Strickland	"""With 320,000 net Ohio manufacturing jobs lost, (Sen. Rob) Portman calls NAFTA a ‘proven success’."""	barely-true
16398	Facebook posts	"Says Warren Buffett asked people to forward a chain email about the ""Congressional Reform Act of 2019."""	pants-fire
16399	Facebook posts	Businesses that refuse any legal tender can be fined and sued.	half-true
16400	Mike Duggan	“Detroit actually has the lowest infection rate in the state of Michigan. We’re half of that of the surrounding suburbs.”	half-true
16401	Greg Abbott	“The Biden Administration is recklessly releasing hundreds of illegal immigrants who have COVID into Texas communities.”	barely-true
16402	LIBRE Initiative	"""The startup rate of Hispanic businesses is three times the national rate."""	half-true
16403	Mike Braun	Says he didn't support the lawsuit to repeal the Affordable Care Act.	barely-true
16404	Gary Sasse	"Rhode Island spends ""52 percent more per capita on human service programs than the national average."""	true
16405	Phil Berger	"""Death penalty opponents like Roy Cooper and Josh Stein have imposed a de-facto moratorium on capital punishment."""	barely-true
16406	Bloggers	"Starbucks executive ""believes white men are the root of all evil."""	pants-fire
16407	Chris Koster	"""Closing the tobacco loophole would save Missouri taxpayers $50,000,000"""	true
16408	Tom Tancredo	"""I spend a lot of time in Iowa, and believe it or not, in Ottumwa, Iowa, this is the heartland, the newspaper, the regular newspaper for Ottumwa, Iowa, is (a) bilingual newspaper."""	false
16409	Barack Obama	"John McCain opposed bankruptcy protections for families ""who were only in bankruptcy because of medical expenses they couldn't pay."""	true
16410	The Gateway Pundit	“Ballots in Arizona’s Maricopa County” from the 2020 presidential election “found shredded and in dumpster days before Senate audit to begin.”	false
16411	Rick Perry	Says approximately 70 percent of jobs created in the United States in November 2007-2008 were in Texas.	false
16412	Donald Trump	"""The birther movement was started by Hillary Clinton in 2008. She was all in!"""	false
16413	Kevin McCarthy	"Says the federal government is earning more tax revenue now ""than any other time."""	barely-true
16414	Nathan Deal	Roy Barnes voted against a bill in the state Senate that would have made it easier to convict child abusers.	barely-true
16415	Joe Biden	"""I don't own a single stock or bond … I have no savings accounts."""	half-true
16416	Van Jones	"""1 percent of candidates that (the National Rifle Association) endorsed in 2012 won."""	false
16417	Ted Cruz	"""If Congress fails to act, the Obama administration intends to give away control of the internet to an international body akin to the United Nations."""	false
16418	Donald Trump	"""We have one senator who’s a ‘yes’ vote ... but he’s in the hospital. And he’s a ‘yes’ vote. So we can’t do it by Friday. So we have the votes"" to pass a health care bill."	false
16419	Eugene Robinson	"The Confederate battle flag in South Carolina was first flown at the statehouse in 1961. ""It was flown as a symbol of massive resistance to racial desegregation."""	mostly-true
16420	Viral image	H&M advertised a sweatshirt that said, “Koolest Kid in the Klan.”	false
16421	Congressional Leadership Fund	"Says Debbie Mucarsel-Powell's family received $700,000 from the firm of ""violent warlord Ihor Kolomoisky,"" who is compared to Fidel Castro and Nicolás Maduro."	half-true
16422	Planned Parenthood	"John McCain's health care plan ""won't guarantee coverage of cancer screenings or maternity care."""	true
16423	Chris Dodd	"Sixty-two percent of all personal bankruptcies are ""caused by medical problems."""	half-true
16424	Keith Olbermann	"The Treaty of Tripoli signed by President John Adams was ""his outreach to Muslims."""	half-true
16425	Ultraviolet	"Paul Ryan would ""outlaw in vitro fertilization."""	half-true
16426	Neera Tanden	"""95 percent of the income gains in the last few years have gone to the top 1 percent."""	mostly-true
16427	Mitt Romney	"Says Barack Obama's comments indicate he ""believes in redistribution"" of wealth."	mostly-true
16428	Donald Trump	"""As Secretary of State, Hillary Clinton laundered money to Bill Clinton through Laureate Education, while Bill Clinton was an honorary chairman of the group."""	false
16429	Donald Trump	“Germany and the United States are the two best in deaths per 100,000 people, which, frankly, to me, that's perhaps the most important number there is.”	false
16430	Democratic Congressional Campaign Committee	"Says ""over 40 Republican leaders denounced"" Steve Watkins’ campaign"	half-true
16431	American International Group	"AIG has fully repaid the federal government ""plus a profit of more than $22 billion."""	mostly-true
16432	Paul Broun	The U.S. initially had three federal felonies: treason, piracy, and counterfeiting securities and money.	mostly-true
16433	Donald Trump	"""Buffalo protester shoved by Police could be an ANTIFA provocateur. 75 year old Martin Gugino was pushed away after appearing to scan police communications in order to black out the equipment ... Was aiming scanner. Could be a set up?"""	false
16434	Donald Trump	"""The cost-sharing reductions (were) a gift (that) they gave the insurance companies."""	barely-true
16435	Donald Trump	"""Hillary Clinton surged the trade deficit with China 40% as Secretary of State, costing Americans millions of jobs."""	barely-true
16436	Kay Bailey Hutchison	"""Taxpayers even footed the bill for Perry’s trip to a bachelor party in Las Vegas."""	barely-true
16437	Charles Schumer	"""When the price for oil goes up on the markets, it goes right up, but it never goes down."""	false
16438	Seth Magaziner	"Rhode Island's state pension system ""underperformed the median three out of the four years that Mr. [Frank] Caprio was in office."""	mostly-true
16439	Ted Cruz	"My campaign ""finished the last quarter reporting the most cash on hand of any Republican in the field … $13.8 million in the bank, $3.5 million more than the Jeb Bush campaign."""	mostly-true
16440	Kenneth Block	"""(I) helped to invent a system that saved over a billion dollars on welfare."""	true
16441	Chris Christie	"Says ""on the state level, we spend less today than Jon Corzine spent in fiscal year 2008, five years later."""	mostly-true
16442	Scott Walker	"A poll taken ""a few months ago"" found ""70 percent approval or higher"" for the Act 10 collective bargaining law."	false
16443	Ted Cruz	"""Existing law right now requires 700 miles of double-layered border fencing"" on the Mexico border."	false
16444	Michael Needham	"""Actually, on some procedures, you're more likely to die if you're on Medicaid than if you're uninsured."""	barely-true
16445	Michael Hayden	"""The president referred to the Syrian opposition just a few months ago as pharmacists and doctors, and so on."""	true
16446	Bloggers	"Says 89 members of Congress ""hold dual citizenship with Israel."""	pants-fire
16447	John McCain	"U.S. forces in Iraq and Afghanistan include a ""few thousand that are still green card holders who are not even citizens of this country."""	true
16448	Ron Paul	"""It used to be the policy of the Republican Party to get rid of the Department of Education. We finally get in charge and a chance to do something, so we double the size of the Department of Education."""	true
16449	Facebook posts	Says a picture of stacked mailboxes is proof of voter suppression in Wisconsin	false
16450	Democratic Party of Wisconsin	"""He’s been in office nearly four years now, but 40% of Wisconsinites don't know who (U.S. Sen.) Ron Johnson is."""	barely-true
16451	Mike Huckabee	"""Only one out of five of the so-called ‘Syrian refugees’ who went into Europe were actually Syrian."""	barely-true
16452	Ted Cruz	"""Today the top 1 percent earn a higher share of our national income than any year since 1928."""	mostly-true
16453	Facebook posts	Says television host Steve Harvey authored a pro-Trump rant about raccoons and exterminators.	false
16454	Democratic Congressional Campaign Committee	"""Vern Buchanan. His old business was caught illegally funneling over $60,000 in campaign donations to Buchanan to influence his election."""	mostly-true
16455	Barack Obama	"The minimum wage is ""lower right now than it was when Ronald Reagan took office."""	mostly-true
16456	Marco Rubio	"""$120,000 will be spent by taxpayers on Charlie Crist's political photo-op special session."""	mostly-true
16457	Bob Graham	"""We know that Saudi Arabia started al-Qaida."""	half-true
16458	Cliff Stearns	"""The cost for renovating the headquarters of the U.N. has doubled from the original estimate."""	true
16459	Your Choice Colorado	"Expanding the sale of full-strength beer and wine to grocery stores is ""good for everybody."""	half-true
16460	Nancy Nathanson	"Says ""a pack-a-day smoker who quits because of the tax increase will save about $1,650 a year."""	true
16461	Nina Turner	"""The collective net worth of Americans has taken a $5.5 trillion hit ... mainly due to plummeting home values."""	true
16462	Rachel Maddow	"""A recent Department of Labor study guessed Wall Street fees cost a worker 28 percent of the value of your plan over the span of your career."""	barely-true
16463	Nicholas Kristof	"""The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did."""	true
16464	Patrick Morrisey	"Says Evan ""Jenkins has the same positions on the issues as Joe Manchin: supporting Hillary (Clinton), supporting cap-and-trade, supporting Planned Parenthood, many tax increases."""	barely-true
16465	John Kerry	Says the Simpson-Bowles deficit reduction proposal urged raising $2 trillion in new revenue.	barely-true
16466	Bernie Sanders	"""Was it 150 million people on private insurance? 50 million of those people lose their private insurance every year when they quit their jobs, or they go unemployed, or their employer changes their insurance policy."""	barely-true
16467	Barack Obama	"""Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel."""	mostly-true
16468	Janet Howell	"""It’s going to be harder to vote in Virginia than it is now to buy a gun..."""	half-true
16469	Paul Ryan	"""With this plan, the typical family of four will save $1,182 a year on their taxes."""	half-true
16470	Joe Manchin	"Murray Energy is ""the largest coal company in the United States."""	barely-true
16471	Dan Saltzman	"Says the Portland Children’s Levy holds its ""administrative expenses to less than 5 percent."""	true
16472	Kelly Loeffler	"Says her health care plan would ""ensure Americans with preexisting conditions are protected."""	false
16473	Donald Trump	"The Obama administration gave Iran ""$400 million in ransom payment cash."""	barely-true
16474	Republican National Committee	"Obama's plan to raise the capital gains tax ""hurts the middle class."""	barely-true
16475	Dick Morris	"Hillary Clinton's international travels included ""no serious diplomacy."""	false
16476	Charlie Crist	"""I have spent virtually every weekend since Memorial Day in the Panhandle."""	true
16477	Mark Miller	"""Republicans enacted the most drastic cuts to K-12 public schools of any state in the nation."""	barely-true
16478	Tulsi Gabbard	"Farmers are declaring bankruptcy ""in record numbers"" and ""the median income for U.S. farm households was -$1,548 in 2018."""	barely-true
16479	New Jersey Republican State Committee	"""And the #jerseycomeback keeps rolling! Thanks to @GovChristie NJ now has lowest corruption risk of any state."""	false
16480	Paul Ryan	"""We’re taxing our small businesses now at rates higher than corporations."""	barely-true
16481	David Toscano	"Virginia ""spends less per student today than we did in 2008."""	true
16482	American Civil Liberties Union	"""Half the states in the U.S. have laws that criminalize criticism."""	barely-true
16483	Bernie Sanders	"""One out of five Americans cannot afford the cost of prescription drugs."""	mostly-true
16484	Martin Kiar	"""You can go to Georgia and make about $6,000 more a year as a teacher."""	true
16485	Facebook posts	“Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.”	pants-fire
16486	Ken Cuccinelli	Says the D.C. city council passed a law banning lethal rat trapping.	pants-fire
16487	Liz Krueger	"""In fact, the data coming in from some states that have legalized marijuana is that they actually see a decrease in use over time, particularly among young people."""	half-true
16488	Scott Walker	"""After years of 5.5 percent average tuition increases, we now have a two-year tuition freeze for the first time in the history of the UW System."""	mostly-true
16489	Sheila Oliver	"""In 2011 alone, 269 New Jerseyans were killed by gun violence."""	true
16490	Robin Vos	"Says as Assembly Speaker he is a ""constitutional officer"" of Wisconsin."	half-true
16491	Viral image	An appellate court found Kamala Harris and police “took part in framing and prosecuting a man” for a murder he didn’t commit, paying a key witness $60,000 in relocation benefits for testifying against him.	half-true
16492	Dave Brat	"""A few weeks ago, (the) education committee in Congress is deciding what’s going to be in your local salad bar."""	false
16493	John Barrasso	"There are billions of barrels of oil beneath our oceans and in Alaska, and there is ample oil shale in the Rocky Mountain West, but Democrats ""say all this American energy is off limits."""	barely-true
16494	Alexandria Ocasio-Cortez	"In her defeat of Republican Rep. Karen Handel, Democratic challenger Lucy McBath ""was outspent 5-1."""	false
16495	Barack Obama	"""A few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia."""	half-true
16496	Adam Putnam	"Florida taxpayers ""pay tens of millions of dollars a year to feed and house in our prison system criminal illegal aliens."""	barely-true
16497	Barack Obama	"""(GM and Chrysler) repaid their loans."""	half-true
16498	Democratic Party of Wisconsin	Gov. Scott Walker received a $7,300 pay raise.	false
16499	Katrina vanden Heuvel	"""Only one out of 10 minimum wage workers today are teen age or a young person."""	false
16500	Donald Trump	"""Food Stamp participation hits 10 year low."""	true
16501	Bloggers	"Warren Buffett recently said ""Scrap Obamacare and Start All Over."""	pants-fire
16502	Facebook posts	Says Mike Pence “said he won’t debate Kamala Harris.”	false
16503	Keep Conservatives United	"Says Rick Perry is ""spending more money than the state takes in, covering his deficits with record borrowing."""	pants-fire
16504	Facebook posts	“Melania dug up the WH Rose Garden, removing roses from every First Lady since 1913.”	false
16505	Democratic Congressional Campaign Committee	"Says that U.S. Rep. Andy Barr was ""even dismissing the importance of military service"" by saying, ""We both served our country. I’ve served in a position where ideas matter."""	barely-true
16506	Facebook posts	Says Hillary Clinton was to be indicted over the Whitewater scandal four days before documents related to the case were destroyed in the Oklahoma City bombing.	pants-fire
16507	Scott Hassett	"Says Wisconsin Attorney General J.B. Van Hollen ""knew about (the Ken Kratz sexting) case for nearly a year and did nothing about it."""	false
16508	Donald Trump	"California ""admitted"" there were ""a million"" illegal votes in the 2016 presidential election."	pants-fire
16509	David Cicilline	"""We just fought a Republican budget that ends Medicare as we know it."""	barely-true
16510	Courageous Conservatives PAC	"""After Sandy Hook, Ted Cruz stopped Obama’s push for new gun control laws."""	barely-true
16511	Jim Kenney	"""An economic impact study found that for every $1 invested in pre-K in Pennsylvania, a total of $1.79 is generated in total spending within the state."""	half-true
16512	Karl Rove	"At this point in 2012, ""Rick Perry was ahead at 29.9 percent, and we had seven more leads before it finally settled on Mitt Romney."""	mostly-true
16513	Facebook posts	“The coronavirus has made it to Mississippi and the lady that caught it wasn’t around nobody with it which means it is airborne. That means if the wind blows it your direction you’ll have it also.”	false
16514	North Carolina Healthcare Association	"Says the changes to the State Health Plan ""will DENY North Carolina state employees, retirees, and their families of in-network access to critical healthcare services."""	half-true
16515	Ed Schultz	"Health insurance and medical costs ""are going down because of Obamacare."""	barely-true
16516	Rick Perry	Says a growing number of extremely premature babies survive into healthy childhood.	mostly-true
16517	Nathan Deal	"""Right now in Georgia, nearly one in three leaving our prisons are re-convicted within three years."""	true
16518	Organizing for America	"The GOP budget plan ""would cut nearly a million jobs."""	half-true
16519	Facebook posts	"Says popular food and drink items such as Kraft, Pepsi and Nestle use a flavor enhancement company that ""puts aborted baby fetus cells in their food and drinks."""	false
16520	Judson Phillips	"""Our government has spent $2.6 million to teach Chinese prostitutes how to drink responsibly."""	half-true
16521	Joe Biden	“We had already issued several thousand Special Immigrant Visas .. to the (Afghan) translators, when I came into office.”	half-true
16522	Brian Kolfage	"Says that in New Mexico, ""illegals are issued emergency welfare EBT cards with $1k a month +$200 for each child, for at least 5+ years until they see a judge."""	false
16523	Roger Falk	"Says the Austin school district ""enjoys the highest per-student funding of all large Texas districts"" even after forwarding tax revenue to the state."	false
16524	Bob Buckhorn	"The unemployment rate is declining faster in Tampa ""than almost anywhere else."""	mostly-true
